,date,stock_name,open,high,low,close,volume
0,2013-01-31 19:00:00,XOM,55.6088,55.6088,55.6088,55.6088,2916
1,2013-01-31 18:00:00,XOM,55.6088,55.6088,55.6088,55.6088,300
2,2013-01-31 17:00:00,XOM,55.504,55.5286,55.4793,55.4793,2485
3,2013-01-31 16:00:00,XOM,55.3954,55.4793,55.3954,55.4485,2018298
4,2013-01-31 15:00:00,XOM,55.5533,55.578,55.3375,55.3868,4099969
5,2013-01-31 14:00:00,XOM,55.6785,55.7136,55.5471,55.5502,1155300
6,2013-01-31 13:00:00,XOM,55.615,55.6951,55.4546,55.6781,1178588
7,2013-01-31 12:00:00,XOM,55.5132,55.6643,55.5132,55.6088,1122187
8,2013-01-31 11:00:00,XOM,55.9171,55.9171,55.504,55.5163,1929791
9,2013-01-31 10:00:00,XOM,56.1391,56.1607,55.8555,55.9171,1697930
10,2013-01-31 09:00:00,XOM,55.8863,56.2439,55.8185,56.1391,1264821
11,2013-01-31 08:00:00,XOM,55.9171,55.9171,55.8246,55.8246,4800
12,2013-01-31 07:00:00,XOM,55.9295,55.985,55.9171,55.9418,2200
13,2013-01-31 06:00:00,XOM,55.8185,55.8185,55.8185,55.8185,100
14,2013-01-30 19:00:00,XOM,55.9295,55.9356,55.9295,55.9356,1070
15,2013-01-30 18:00:00,XOM,55.8986,55.911,55.8986,55.911,500
16,2013-01-30 17:00:00,XOM,55.8986,55.911,55.8986,55.8986,3390
17,2013-01-30 16:00:00,XOM,55.9048,56.5831,55.8801,55.8986,2131817
18,2013-01-30 15:00:00,XOM,55.8881,55.948,55.7321,55.9295,3532766
19,2013-01-30 14:00:00,XOM,56.059,56.1576,55.8123,55.8894,1947229
20,2013-01-30 13:00:00,XOM,56.1576,56.2439,56.0281,56.059,897948
21,2013-01-30 12:00:00,XOM,56.2193,56.2563,56.1268,56.1576,1118777
22,2013-01-30 11:00:00,XOM,56.2686,56.3241,56.1823,56.2177,974341
23,2013-01-30 10:00:00,XOM,56.2069,56.3611,56.059,56.2655,1842726
24,2013-01-30 09:00:00,XOM,56.3611,56.5584,56.2008,56.2069,1844356
25,2013-01-30 08:00:00,XOM,56.3673,56.4228,56.3426,56.4043,12744
26,2013-01-30 07:00:00,XOM,56.3303,56.5153,56.3303,56.3673,9439
27,2013-01-30 06:00:00,XOM,56.2193,56.3303,56.2193,56.3303,1100
28,2013-01-30 05:00:00,XOM,56.4413,56.4413,56.2501,56.3364,1600
29,2013-01-30 04:00:00,XOM,56.5399,56.5399,56.4413,56.4413,700
30,2013-01-29 19:00:00,XOM,56.6694,56.6694,56.6694,56.6694,800
31,2013-01-29 18:00:00,XOM,56.6386,56.6386,56.6386,56.6386,100
32,2013-01-29 16:00:00,XOM,56.5831,56.6386,56.5831,56.6386,685239
